method_label,method,mode,train_seed,run_name,checkpoint_path,eval_seed,episode_rng_seed,episode_return,episode_cost,episode_length,success,violation_rate,min_clearance,path_length,start_pos,goal_pos,obstacle_pos,obstacle_radius,safe_margin,action_scale
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910022,72784889,-1.5442078298330313,11.0,12,1.0,0.9166666666666666,-0.09286710724234581,0.39752071164548397,"[0.46148476004600525, -0.19746391475200653, 0.25405436754226685]","[0.5286864638328552, 0.1762753129005432, 0.25190865993499756]","[0.5081645250320435, 0.015889519825577736, 0.27196869254112244]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910022,2009825254,-1.3173929442465306,11.0,12,1.0,0.9166666666666666,-0.10794244810938836,0.3641403988003731,"[0.46148476004600525, -0.19746391475200653, 0.25405436754226685]","[0.5286864638328552, 0.1762753129005432, 0.25190865993499756]","[0.5081645250320435, 0.015889519825577736, 0.27196869254112244]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910022,1893673535,-9.426058702567857,14.0,100,0.0,0.14,-0.03211519598960877,0.5655654078398129,"[0.46148476004600525, -0.19746391475200653, 0.25405436754226685]","[0.5286864638328552, 0.1762753129005432, 0.25190865993499756]","[0.5081645250320435, 0.015889519825577736, 0.27196869254112244]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910022,1357373007,-51.53442310154439,0.0,100,0.0,0.0,0.12370875000953674,0.917782149506138,"[0.46148476004600525, -0.19746391475200653, 0.25405436754226685]","[0.5286864638328552, 0.1762753129005432, 0.25190865993499756]","[0.5081645250320435, 0.015889519825577736, 0.27196869254112244]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910023,1934732143,-1.1561179666221142,11.0,11,1.0,1.0,-0.11021720349788666,0.41000025905668736,"[0.44355252385139465, -0.1710173785686493, 0.26827481389045715]","[0.5581579804420471, 0.17124034464359283, 0.25110307335853577]","[0.5263766050338745, -0.018526969477534294, 0.22285203635692596]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910023,13389680,-0.9473713217675688,10.0,10,1.0,1.0,-0.10162224352359772,0.32836533337831497,"[0.44355252385139465, -0.1710173785686493, 0.26827481389045715]","[0.5581579804420471, 0.17124034464359283, 0.25110307335853577]","[0.5263766050338745, -0.018526969477534294, 0.22285203635692596]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910023,131603113,-1.9445018927007918,19.0,19,1.0,1.0,-0.08700370147824288,0.3905963087454438,"[0.44355252385139465, -0.1710173785686493, 0.26827481389045715]","[0.5581579804420471, 0.17124034464359283, 0.25110307335853577]","[0.5263766050338745, -0.018526969477534294, 0.22285203635692596]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910023,669052633,-27.317483357787136,0.0,100,0.0,0.0,0.06710849225521087,2.708160829055714,"[0.44355252385139465, -0.1710173785686493, 0.26827481389045715]","[0.5581579804420471, 0.17124034464359283, 0.25110307335853577]","[0.5263766050338745, -0.018526969477534294, 0.22285203635692596]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910024,1832206028,-1.5211307923495765,10.0,13,1.0,0.7692307692307693,-0.10513059712946415,0.45673939399421215,"[0.45936959981918335, -0.17425842583179474, 0.2539544701576233]","[0.5334426760673523, 0.19426919519901276, 0.2520904242992401]","[0.4734681248664856, -0.011999311856925488, 0.2447812855243683]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910024,514382547,-1.2464067335426807,10.0,11,1.0,0.9090909090909091,-0.0924614641070366,0.34766929410398006,"[0.45936959981918335, -0.17425842583179474, 0.2539544701576233]","[0.5334426760673523, 0.19426919519901276, 0.2520904242992401]","[0.4734681248664856, -0.011999311856925488, 0.2447812855243683]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910024,431787786,-9.660197846617082,14.0,100,0.0,0.14,-0.035023507773876195,0.5750447064574473,"[0.45936959981918335, -0.17425842583179474, 0.2539544701576233]","[0.5334426760673523, 0.19426919519901276, 0.2520904242992401]","[0.4734681248664856, -0.011999311856925488, 0.2447812855243683]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910024,964983674,-52.56924443587663,1.0,100,0.0,0.01,0.04041249573230743,1.1572359668280114,"[0.45936959981918335, -0.17425842583179474, 0.2539544701576233]","[0.5334426760673523, 0.19426919519901276, 0.2520904242992401]","[0.4734681248664856, -0.011999311856925488, 0.2447812855243683]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910025,439488090,-1.5203090634942051,11.0,12,1.0,0.9166666666666666,-0.09186133846640587,0.3948422335088253,"[0.44816580414772034, -0.1785944253206253, 0.2455197274684906]","[0.5179629921913147, 0.2044963240623474, 0.2613467276096344]","[0.5201730132102966, 0.01055330503731966, 0.26036861538887024]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910025,1773136453,-1.4493869039416316,11.0,12,1.0,0.9166666666666666,-0.11747641127556563,0.3836108520627022,"[0.44816580414772034, -0.1785944253206253, 0.2455197274684906]","[0.5179629921913147, 0.2044963240623474, 0.2613467276096344]","[0.5201730132102966, 0.01055330503731966, 0.26036861538887024]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910025,1857798044,-8.994898882689887,13.0,100,0.0,0.13,-0.09311960741877556,0.5179073998792774,"[0.44816580414772034, -0.1785944253206253, 0.2455197274684906]","[0.5179629921913147, 0.2044963240623474, 0.2613467276096344]","[0.5201730132102966, 0.01055330503731966, 0.26036861538887024]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910025,1317227500,-53.01524077296259,0.0,100,0.0,0.0,0.11109947681427002,1.0387760905239247,"[0.44816580414772034, -0.1785944253206253, 0.2455197274684906]","[0.5179629921913147, 0.2044963240623474, 0.2613467276096344]","[0.5201730132102966, 0.01055330503731966, 0.26036861538887024]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910026,54222816,-1.4721443393826485,11.0,12,1.0,0.9166666666666666,-0.07925646483898163,0.4247833024710417,"[0.4613631069660187, -0.1757473647594452, 0.2616739273071289]","[0.5744734406471252, 0.20005543529987335, 0.21099883317947388]","[0.48884743452072144, 0.010897502303123474, 0.22659967839717865]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910026,1889975295,-1.4107501940429215,10.0,12,1.0,0.8333333333333334,-0.06372268974781037,0.40983052365481853,"[0.4613631069660187, -0.1757473647594452, 0.2616739273071289]","[0.5744734406471252, 0.20005543529987335, 0.21099883317947388]","[0.48884743452072144, 0.010897502303123474, 0.22659967839717865]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910026,2008215078,-13.707497928664084,28.0,100,0.0,0.28,-0.031818990707397465,0.4654352950728935,"[0.4613631069660187, -0.1757473647594452, 0.2616739273071289]","[0.5744734406471252, 0.20005543529987335, 0.21099883317947388]","[0.48884743452072144, 0.010897502303123474, 0.22659967839717865]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910026,1468668502,-53.180453726649276,0.0,100,0.0,0.0,0.07927363634109497,1.5036743194036717,"[0.4613631069660187, -0.1757473647594452, 0.2616739273071289]","[0.5744734406471252, 0.20005543529987335, 0.21099883317947388]","[0.48884743452072144, 0.010897502303123474, 0.22659967839717865]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910027,1950117750,-1.509133921414614,11.0,14,1.0,0.7857142857142857,-0.10091036289930344,0.474141588434577,"[0.45906898379325867, -0.1684325784444809, 0.24022527039051056]","[0.5405729413032532, 0.20160655677318573, 0.23283399641513824]","[0.4961945712566376, 0.004849702585488558, 0.22507430613040924]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910027,128027497,-1.2571873787045478,11.0,11,1.0,1.0,-0.10169428691267968,0.35120200365781784,"[0.45906898379325867, -0.1684325784444809, 0.24022527039051056]","[0.5405729413032532, 0.20160655677318573, 0.23283399641513824]","[0.4961945712566376, 0.004849702585488558, 0.22507430613040924]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910027,11919024,-2.649377836510538,11.0,22,1.0,0.5,-0.0602535429596901,0.42720301542431116,"[0.45906898379325867, -0.1684325784444809, 0.24022527039051056]","[0.5405729413032532, 0.20160655677318573, 0.23283399641513824]","[0.4961945712566376, 0.004849702585488558, 0.22507430613040924]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910027,546122432,-54.70089145034551,0.0,100,0.0,0.0,0.06561810791492462,0.9123077775864203,"[0.45906898379325867, -0.1684325784444809, 0.24022527039051056]","[0.5405729413032532, 0.20160655677318573, 0.23283399641513824]","[0.4961945712566376, 0.004849702585488558, 0.22507430613040924]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910028,1686336231,-1.10826559022069,10.0,11,1.0,0.9090909090909091,-0.09753137931227684,0.3640092555433512,"[0.4482738971710205, -0.16040609776973724, 0.26875048875808716]","[0.5274152159690857, 0.1870468705892563, 0.23784032464027405]","[0.5144673585891724, -0.016952041536569595, 0.27229177951812744]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910028,387880696,-1.022164319679141,10.0,11,1.0,0.9090909090909091,-0.09081695333123208,0.35105734318494797,"[0.4482738971710205, -0.16040609776973724, 0.26875048875808716]","[0.5274152159690857, 0.1870468705892563, 0.23784032464027405]","[0.5144673585891724, -0.016952041536569595, 0.27229177951812744]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910028,269140769,-1.680637166649103,10.0,15,1.0,0.6666666666666666,-0.10946937195956707,0.419774416834116,"[0.4482738971710205, -0.16040609776973724, 0.26875048875808716]","[0.5274152159690857, 0.1870468705892563, 0.23784032464027405]","[0.5144673585891724, -0.016952041536569595, 0.27229177951812744]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910028,808597329,-51.513975782394404,0.0,100,0.0,0.0,0.05769252300262451,1.4002192112736793,"[0.4482738971710205, -0.16040609776973724, 0.26875048875808716]","[0.5274152159690857, 0.1870468705892563, 0.23784032464027405]","[0.5144673585891724, -0.016952041536569595, 0.27229177951812744]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910029,327434865,-1.1201053403317927,10.0,11,1.0,0.9090909090909091,-0.10094061598181725,0.37476455233991146,"[0.4507441222667694, -0.17399713397026062, 0.2556416690349579]","[0.5581778883934021, 0.16882464289665222, 0.260489284992218]","[0.5055462121963501, 0.023747483268380165, 0.2562338411808014]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910029,1612293742,-0.9425765697658065,10.0,10,1.0,1.0,-0.08083440095186234,0.32468210346996784,"[0.4507441222667694, -0.17399713397026062, 0.2556416690349579]","[0.5581778883934021, 0.16882464289665222, 0.260489284992218]","[0.5055462121963501, 0.023747483268380165, 0.2562338411808014]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910029,1728967607,-8.570045753563676,20.0,100,0.0,0.2,-0.05837203294038773,0.5288678713847048,"[0.4507441222667694, -0.17399713397026062, 0.2556416690349579]","[0.5581778883934021, 0.16882464289665222, 0.260489284992218]","[0.5055462121963501, 0.023747483268380165, 0.2562338411808014]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910029,1194657735,-48.67811572432516,0.0,100,0.0,0.0,0.11214214086532592,1.6127442249696742,"[0.4507441222667694, -0.17399713397026062, 0.2556416690349579]","[0.5581778883934021, 0.16882464289665222, 0.260489284992218]","[0.5055462121963501, 0.023747483268380165, 0.2562338411808014]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910030,1933822868,-1.0258598670363428,12.0,12,1.0,1.0,-0.08828207954764367,0.3880722336471081,"[0.4620875120162964, -0.1730879694223404, 0.23531873524188995]","[0.5835778713226318, 0.15360355377197266, 0.21282564103603363]","[0.49389374256134033, 0.020708587020635605, 0.2374187409877777]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910030,14561163,-0.8050973419845104,10.0,10,1.0,1.0,-0.043152664899826054,0.33731475099921227,"[0.4620875120162964, -0.1730879694223404, 0.23531873524188995]","[0.5835778713226318, 0.15360355377197266, 0.21282564103603363]","[0.49389374256134033, 0.020708587020635605, 0.2374187409877777]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910030,130710098,-12.269896639287476,100.0,100,0.0,1.0,-0.020020482242107396,0.4236054527445958,"[0.4620875120162964, -0.1730879694223404, 0.23531873524188995]","[0.5835778713226318, 0.15360355377197266, 0.21282564103603363]","[0.49389374256134033, 0.020708587020635605, 0.2374187409877777]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910030,670207522,-48.98759079575538,0.0,100,0.0,0.0,0.09476942837238311,1.2690203530289637,"[0.4620875120162964, -0.1730879694223404, 0.23531873524188995]","[0.5835778713226318, 0.15360355377197266, 0.21282564103603363]","[0.49389374256134033, 0.020708587020635605, 0.2374187409877777]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910031,71629570,-1.7948473378270857,8.0,13,1.0,0.6153846153846154,-0.06400248885154725,0.4263412933796644,"[0.4370020925998688, -0.18921628594398499, 0.25308695435523987]","[0.5181028842926025, 0.20566128194332123, 0.2302408665418625]","[0.5120555758476257, -0.013645663857460022, 0.26889607310295105]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910031,2010717981,-1.5927140334248542,10.0,12,1.0,0.8333333333333334,-0.08608842372894288,0.3795383535325527,"[0.4370020925998688, -0.18921628594398499, 0.25308695435523987]","[0.5181028842926025, 0.20566128194332123, 0.2302408665418625]","[0.5120555758476257, -0.013645663857460022, 0.26889607310295105]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910031,1892502212,-2.2655518102645873,12.0,16,1.0,0.75,-0.10467427141964436,0.45635885559022427,"[0.4370020925998688, -0.18921628594398499, 0.25308695435523987]","[0.5181028842926025, 0.20566128194332123, 0.2302408665418625]","[0.5120555758476257, -0.013645663857460022, 0.26889607310295105]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910031,1358282420,-54.06098880290984,0.0,100,0.0,0.0,0.0986844253540039,1.1525453532381107,"[0.4370020925998688, -0.18921628594398499, 0.25308695435523987]","[0.5181028842926025, 0.20566128194332123, 0.2302408665418625]","[0.5120555758476257, -0.013645663857460022, 0.26889607310295105]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910032,491629240,-1.1474490998685356,11.0,11,1.0,1.0,-0.09455841511487961,0.3488357700407505,"[0.46016666293144226, -0.1858198642730713, 0.25253552198410034]","[0.5445712208747864, 0.16416844725608826, 0.27773579955101013]","[0.4734044075012207, -0.005817780736833811, 0.22005167603492737]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910032,1859145383,-1.0657669290900227,10.0,11,1.0,0.9090909090909091,-0.05561428993940354,0.35521130077540874,"[0.46016666293144226, -0.1858198642730713, 0.25253552198410034]","[0.5445712208747864, 0.16416844725608826, 0.27773579955101013]","[0.4734044075012207, -0.005817780736833811, 0.22005167603492737]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910032,1774459774,-7.759178028076902,16.0,100,0.0,0.16,-0.0502316552400589,0.4048873520066536,"[0.46016666293144226, -0.1858198642730713, 0.25253552198410034]","[0.5445712208747864, 0.16416844725608826, 0.27773579955101013]","[0.4734044075012207, -0.005817780736833811, 0.22005167603492737]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910032,1241313038,-50.091659047603606,0.0,100,0.0,0.0,0.08083027124404907,0.6654106454724342,"[0.46016666293144226, -0.1858198642730713, 0.25253552198410034]","[0.5445712208747864, 0.16416844725608826, 0.27773579955101013]","[0.4734044075012207, -0.005817780736833811, 0.22005167603492737]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910033,1783274030,-2.074982615560294,11.0,15,1.0,0.7333333333333333,-0.10580746747553349,0.5223696120083332,"[0.4606775641441345, -0.19280393421649933, 0.24227911233901978]","[0.522141695022583, 0.21484489738941193, 0.25504687428474426]","[0.5080236792564392, 0.006806007120758295, 0.24034923315048218]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910033,433552945,-1.7699094934761526,11.0,13,1.0,0.8461538461538461,-0.11300540447235108,0.4091395828872919,"[0.4606775641441345, -0.19280393421649933, 0.24227911233901978]","[0.522141695022583, 0.21484489738941193, 0.25504687428474426]","[0.5080236792564392, 0.006806007120758295, 0.24034923315048218]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910033,516107240,-8.39251643373064,14.0,100,0.0,0.14,-0.07863682985305787,0.5137208196263146,"[0.4606775641441345, -0.19280393421649933, 0.24227911233901978]","[0.522141695022583, 0.21484489738941193, 0.25504687428474426]","[0.5080236792564392, 0.006806007120758295, 0.24034923315048218]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910033,1056694168,-53.34773341283202,0.0,100,0.0,0.0,0.1011362475156784,1.3248249809139452,"[0.4606775641441345, -0.19280393421649933, 0.24227911233901978]","[0.522141695022583, 0.21484489738941193, 0.25504687428474426]","[0.5080236792564392, 0.006806007120758295, 0.24034923315048218]",0.07,0.13,0.03
