timestamp,index,name,util_gpu,memory_used,memory_total,power,temp
2026/06/22 16:53:40.983, 1, NVIDIA GeForce RTX 4090 D, 15, 777, 24564, 92.03, 51
2026/06/22 16:53:46.100, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 92.56, 56
2026/06/22 16:53:46.107, 1, NVIDIA GeForce RTX 4090 D, 19, 777, 24564, 94.31, 52
2026/06/22 16:53:51.220, 0, NVIDIA GeForce RTX 4090 D, 15, 777, 24564, 93.21, 56
2026/06/22 16:53:51.228, 1, NVIDIA GeForce RTX 4090 D, 20, 777, 24564, 94.45, 51
2026/06/22 16:53:56.341, 0, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 93.92, 57
2026/06/22 16:53:56.349, 1, NVIDIA GeForce RTX 4090 D, 19, 777, 24564, 94.17, 51
2026/06/22 16:54:01.468, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 93.40, 57
2026/06/22 16:54:01.475, 1, NVIDIA GeForce RTX 4090 D, 18, 777, 24564, 93.79, 53
2026/06/22 16:54:06.592, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 93.81, 57
2026/06/22 16:54:06.599, 1, NVIDIA GeForce RTX 4090 D, 19, 777, 24564, 93.67, 52
2026/06/22 16:54:11.716, 0, NVIDIA GeForce RTX 4090 D, 15, 777, 24564, 93.64, 56
2026/06/22 16:54:11.723, 1, NVIDIA GeForce RTX 4090 D, 0, 777, 24564, 58.38, 50
2026/06/22 16:54:16.816, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 93.34, 57
2026/06/22 16:54:16.824, 1, NVIDIA GeForce RTX 4090 D, 20, 777, 24564, 94.12, 52
2026/06/22 16:54:21.932, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 77.72, 56
2026/06/22 16:54:21.939, 1, NVIDIA GeForce RTX 4090 D, 20, 777, 24564, 94.56, 52
2026/06/22 16:54:27.052, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 93.23, 56
2026/06/22 16:54:27.059, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.96, 52
2026/06/22 16:54:32.180, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 93.83, 56
2026/06/22 16:54:32.187, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.86, 51
2026/06/22 16:54:37.308, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 93.11, 56
2026/06/22 16:54:37.315, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.50, 51
2026/06/22 16:54:42.424, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 91.98, 55
2026/06/22 16:54:42.431, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.40, 51
2026/06/22 16:54:47.540, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 91.86, 54
2026/06/22 16:54:47.547, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 86.12, 51
2026/06/22 16:54:52.664, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 92.16, 54
2026/06/22 16:54:52.672, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 86.59, 51
2026/06/22 16:54:57.788, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 91.23, 53
2026/06/22 16:54:57.797, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.73, 51
2026/06/22 16:55:02.916, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 91.04, 54
2026/06/22 16:55:02.923, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 86.33, 51
2026/06/22 16:55:08.032, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 91.34, 53
2026/06/22 16:55:08.039, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.68, 51
2026/06/22 16:55:13.152, 0, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 91.28, 52
2026/06/22 16:55:13.159, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.07, 51
2026/06/22 16:55:18.276, 0, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 89.45, 52
2026/06/22 16:55:18.283, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.66, 51
2026/06/22 16:55:23.400, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 90.30, 52
2026/06/22 16:55:23.407, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 85.79, 51
2026/06/22 16:55:28.528, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 89.69, 51
2026/06/22 16:55:28.535, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.87, 51
2026/06/22 16:55:33.628, 0, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 89.54, 51
2026/06/22 16:55:33.636, 1, NVIDIA GeForce RTX 4090 D, 14, 777, 24564, 84.62, 51
2026/06/22 16:55:38.732, 0, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 86.45, 50
2026/06/22 16:55:38.740, 1, NVIDIA GeForce RTX 4090 D, 13, 777, 24564, 82.35, 50
